text_asr,text_translated,intent,language,full_audio_path
I am trying to make a large online payment but SMS message isn't coming through,I am trying to make a large online payment but SMS message isn't coming through,10,en-AU,MInDS-14\audio\en-AU~HIGH_VALUE_PAYMENT/response_13.wav
yeah g'day mate I moment some kind of problem with the app it's not loading my account balance just trying to figure out what's going on thanks,yeah g'day mate I moment some kind of problem with the app it's not loading my account balance just trying to figure out what's going on thanks,2,en-AU,MInDS-14\audio\en-AU~APP_ERROR/response_38.wav
please can I have more information about setting up a joint account with my partner,please can I have more information about setting up a joint account with my partner,11,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/6026901bcfa37e1cf217b138.wav
the office not working correctly,the office not working correctly,2,en-US,MInDS-14\audio\en-US~APP_ERROR/602bab19bb1e6d0fbce92183.wav
hi I'd like to change the address that you have against my file,hi I'd like to change the address that you have against my file,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268d11c421a821df7c1856.wav
I could you stop all transactions on my card could you please freeze my card I need you to block my card from any payments all proceeded direct debits on going,I could you stop all transactions on my card could you please freeze my card I need you to block my card from any payments all proceeded direct debits on going,9,en-GB,MInDS-14\audio\en-GB~FREEZE/60268faec421a821df7c18c0.wav
I have a card from your bank and I need to know if I'm able to use it when I go overseas and if there's going to be a fees to like when I like go and how much is going to cost me I don't want to go buy a lot of fees when I come back,I have a card from your bank and I need to know if I'm able to use it when I go overseas and if there's going to be a fees to like when I like go and how much is going to cost me I don't want to go buy a lot of fees when I come back,0,en-AU,MInDS-14\audio\en-AU~ABROAD/CA63406491c31c5521f98194b2cc40e1c0_4.wav
now I'm looking to change my address please,now I'm looking to change my address please,1,en-AU,MInDS-14\audio\en-AU~ADDRESS/response_43.wav
I need to make a payment,I need to make a payment,13,en-GB,MInDS-14\audio\en-GB~PAY_BILL/60268fe1cfa37e1cf217b11b.wav
where can I deposit some money into my account please,where can I deposit some money into my account please,7,en-GB,MInDS-14\audio\en-GB~CASH_DEPOSIT/60268f3fc7abb7f832138bf6.wav
I'm going to be needing someone to stop my card right now can they freeze it for me please,I'm going to be needing someone to stop my card right now can they freeze it for me please,9,en-US,MInDS-14\audio\en-US~FREEZE/602baf0405f96973d679450c.wav
hi there what is the limit on the APM can I want to know how much I can take out at 1 time of the maximum,hi there what is the limit on the APM can I want to know how much I can take out at 1 time of the maximum,3,en-GB,MInDS-14\audio\en-GB~ATM_LIMIT/60268eabc421a821df7c188c.wav
I want to open a joint account,I want to open a joint account,11,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_14.wav
I need to deposit money where can I deposit money at,I need to deposit money where can I deposit money at,7,en-US,MInDS-14\audio\en-US~CASH_DEPOSIT/602ba9d705f96973d679449f.wav
hello I'd like to set up a joint account was my partner how do I do that,hello I'd like to set up a joint account was my partner how do I do that,11,en-US,MInDS-14\audio\en-US~JOINT_ACCOUNT/602bafed963e11ccd901ce4f.wav
I'm calling about a business loan,I'm calling about a business loan,5,en-AU,MInDS-14\audio\en-AU~BUSINESS_LOAN/response_2.wav
hi I'm I was just wondering what the maximum limit is at the ATM withdrawal of money and and I'm able to increase my withdrawal an access machine from the standard,hi I'm I was just wondering what the maximum limit is at the ATM withdrawal of money and and I'm able to increase my withdrawal an access machine from the standard,3,en-GB,MInDS-14\audio\en-GB~ATM_LIMIT/60268f71c7abb7f832138c67.wav
I want to find out some more information about setting up a direct debit,I want to find out some more information about setting up a direct debit,8,en-AU,MInDS-14\audio\en-AU~DIRECT_DEBIT/response_34.wav
I would like to make a payment,I would like to make a payment,13,en-US,MInDS-14\audio\en-US~PAY_BILL/602baa7805f96973d67944ac.wav
how can I deposit money into my account,how can I deposit money into my account,7,en-AU,MInDS-14\audio\en-AU~CASH_DEPOSIT/response_20.wav
my apps not working properly I can't get the app to show any of my account details,my apps not working properly I can't get the app to show any of my account details,2,en-GB,MInDS-14\audio\en-GB~APP_ERROR/60268d95dc3604f481bcb761.wav
I have moved house I want to change my address my address has changed,I have moved house I want to change my address my address has changed,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268c33c7abb7f832138968.wav
how do I set up a joint account,how do I set up a joint account,11,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_39.wav
hi so I downloaded the phone app for your bank and it's not working like I go to sign in and it freezes and tells me that my password is incorrect and then the past at the app will force shut itself,hi so I downloaded the phone app for your bank and it's not working like I go to sign in and it freezes and tells me that my password is incorrect and then the past at the app will force shut itself,2,en-AU,MInDS-14\audio\en-AU~APP_ERROR/response_47.wav
I am looking for some help please I've got the app for my account but it's probably not working with my account number,I am looking for some help please I've got the app for my account but it's probably not working with my account number,2,en-GB,MInDS-14\audio\en-GB~APP_ERROR/60268d4bcfa37e1cf217b0b1.wav
and the app crashes everytime I use it,and the app crashes everytime I use it,2,en-GB,MInDS-14\audio\en-GB~APP_ERROR/60268b45c7abb7f8321388cb.wav
high on the app isn't loading information,high on the app isn't loading information,2,en-US,MInDS-14\audio\en-US~APP_ERROR/602b9bed963e11ccd901cbef.wav
open up a joint account with my partner,open up a joint account with my partner,11,en-US,MInDS-14\audio\en-US~JOINT_ACCOUNT/602b9d56bb1e6d0fbce91fa6.wav
can you tell me how I go about changing my address please,can you tell me how I go about changing my address please,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268bc4c7abb7f832138923.wav
I'm getting a text message about a payment I'm trying to make online please explain,I'm getting a text message about a payment I'm trying to make online please explain,10,en-US,MInDS-14\audio\en-US~HIGH_VALUE_PAYMENT/602baf59963e11ccd901ce3f.wav
hi I'm calling to ask about the rates on new business loans,hi I'm calling to ask about the rates on new business loans,5,en-US,MInDS-14\audio\en-US~BUSINESS_LOAN/602bab0dbb1e6d0fbce9217f.wav
I just have some questions about direct debits can you please help me with that,I just have some questions about direct debits can you please help me with that,8,en-AU,MInDS-14\audio\en-AU~DIRECT_DEBIT/response_45.wav
I would like to make the large payment and receive confirmation code via SMS,I would like to make the large payment and receive confirmation code via SMS,10,en-AU,MInDS-14\audio\en-AU~HIGH_VALUE_PAYMENT/response_27.wav
hi I just want to know how do I set up a joint accounts if possible can you run through the steps in the app how to set an account up like resemble what tabs to click on the and just give me an overdue or overall step by step guide on how to do it thank you very much,hi I just want to know how do I set up a joint accounts if possible can you run through the steps in the app how to set an account up like resemble what tabs to click on the and just give me an overdue or overall step by step guide on how to do it thank you very much,11,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_17.wav
explain to me how direct debits work,explain to me how direct debits work,8,en-US,MInDS-14\audio\en-US~DIRECT_DEBIT/602b9c1d05f96973d67943d4.wav
hello I was completing my grocery shopping a bit earlier in the day and my card declined I've logged into my online account and I see that I have funds available so can you tell me why my card is declining,hello I was completing my grocery shopping a bit earlier in the day and my card declined I've logged into my online account and I see that I have funds available so can you tell me why my card is declining,6,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_45.wav
my card is not working,my card is not working,6,en-GB,MInDS-14\audio\en-GB~CARD_ISSUES/60268f49c7abb7f832138c0c.wav
hello I am called because I want to ask about using my card in Nigeria I'll be going there in about 2 weeks and I just wanted to call to see if I needed anything to my account is there anything I need to do before using gift card in Nigeria thank you,hello I am called because I want to ask about using my card in Nigeria I'll be going there in about 2 weeks and I just wanted to call to see if I needed anything to my account is there anything I need to do before using gift card in Nigeria thank you,0,en-US,MInDS-14\audio\en-US~ABROAD/602baa5c963e11ccd901cd68.wav
account balance current account balance show me your account balance,account balance current account balance show me your account balance,4,en-AU,MInDS-14\audio\en-AU~BALANCE/CA8e6a842ffa76147c38366c88c7fb20a2_3.wav
hi I'm just calling to talk to technical support because the app is not working on my phone it will not load My Account Details,hi I'm just calling to talk to technical support because the app is not working on my phone it will not load My Account Details,2,en-US,MInDS-14\audio\en-US~APP_ERROR/602b9a5fbb1e6d0fbce91f52.wav
hey hey Dave I need to talk a lot of cash out from the cash machine and I wanted to know what the daily maximum limit is or is there any way I can increase it cos I need to get quite a big chunk out thanks,hey hey Dave I need to talk a lot of cash out from the cash machine and I wanted to know what the daily maximum limit is or is there any way I can increase it cos I need to get quite a big chunk out thanks,3,en-GB,MInDS-14\audio\en-GB~ATM_LIMIT/60268b71c7abb7f8321388e6.wav
hi there either I've lost my card and I just need you to stop all transactions on my card you could have three little block it I'm not sure what your we are eternally yours but I could be done that thank you so much,hi there either I've lost my card and I just need you to stop all transactions on my card you could have three little block it I'm not sure what your we are eternally yours but I could be done that thank you so much,9,en-GB,MInDS-14\audio\en-GB~FREEZE/60268f8fc7abb7f832138cb8.wav
hello I'm calling to pay for my electric and water bill or can I make this payment,hello I'm calling to pay for my electric and water bill or can I make this payment,13,en-US,MInDS-14\audio\en-US~PAY_BILL/602b9ad3bb1e6d0fbce91f5e.wav
the app is not working properly the page the app is showing in error message the app is being serviced so I can't access my account and you to access my account the app is not working,the app is not working properly the page the app is showing in error message the app is being serviced so I can't access my account and you to access my account the app is not working,2,en-GB,MInDS-14\audio\en-GB~APP_ERROR/60268ce6c7abb7f8321389db.wav
hi I'm off on holiday and I was wondering if I could use my card while I was away,hi I'm off on holiday and I was wondering if I could use my card while I was away,0,en-GB,MInDS-14\audio\en-GB~ABROAD/60268c96c7abb7f8321389a5.wav
hi ID like to make a payment with my bank account,hi ID like to make a payment with my bank account,13,en-AU,MInDS-14\audio\en-AU~PAY_BILL/response_8.wav
hello my card was declined can you help me,hello my card was declined can you help me,6,en-GB,MInDS-14\audio\en-GB~CARD_ISSUES/60268f4cdc3604f481bcb855.wav
